 0.780000	 0.018104	-0.341166	 0.092407	 0.113674	
 0.820000	 0.004339	-0.346111	 0.096804	 0.106103	
 0.860000	-0.009503	-0.344973	 0.100891	 0.098193	
 0.900000	-0.023178	-0.337773	 0.104655	 0.089969	
 0.940000	-0.036446	-0.324636	 0.108085	 0.081457	
 0.980000	-0.049073	-0.305794	 0.111169	 0.072685	
 1.020000	-0.060838	-0.281578	 0.113897	 0.063680	
 1.060000	-0.071534	-0.252412	 0.116260	 0.054471	
 1.100000	-0.080972	-0.218811	 0.118252	 0.045087	
 1.140000	-0.088988	-0.181364	 0.119866	 0.035560	
 1.180000	-0.095439	-0.140729	 0.121095	 0.025919	
 1.220000	-0.100213	-0.097621	 0.121938	 0.016195	
 1.260000	-0.103226	-0.052798	 0.122390	 0.006419	
 1.300000	-0.104425	-0.007046	 0.122451	-0.003378	
 1.340000	-0.103788	 0.038829	 0.122120	-0.013164	
 1.380000	-0.101328	 0.084022	 0.121399	-0.022907	
 1.420000	-0.097086	 0.127739	 0.120289	-0.032578	
 1.460000	-0.091138	 0.169210	 0.118794	-0.042144	
 1.500000	-0.083589	 0.207707	 0.116919	-0.051575	
 1.540000	-0.074570	 0.242554	 0.114670	-0.060841	
 1.580000	-0.064241	 0.273138	 0.112054	-0.069913	
 1.620000	-0.052782	 0.298922	 0.109080	-0.078761	
 1.660000	-0.040396	 0.319452	 0.105756	-0.087357	
 1.700000	-0.027301	 0.334367	 0.102095	-0.095673	
 1.740000	-0.013725	 0.343406	 0.098106	-0.103684	
 1.780000	 0.000092	 0.346410	 0.093804	-0.111362	
 1.820000	 0.013907	 0.343326	 0.089202	-0.118685	
 1.860000	 0.027478	 0.334207	 0.084314	-0.125627	
 1.900000	 0.040566	 0.319215	 0.079157	-0.132168	
 1.940000	 0.052941	 0.298612	 0.073746	-0.138286	
 1.980000	 0.064386	 0.272762	 0.068100	-0.143961	
