 2.130000	-0.309092	 0.422062	 0.639801	-0.802324	-0.122990	 0.043020	-1.227807	 1.175908	 0.432083	 1.599940	 0.588006	 0.126416	
 2.160000	-0.288559	 0.395557	 0.732963	-0.979534	-0.160985	 0.081083	-1.309022	 1.376407	 0.449544	 1.603382	 0.576059	 0.103127	
 2.190000	-0.264824	 0.361845	 0.855017	-1.308084	-0.201822	 0.127046	-1.419103	 1.727918	 0.466646	 1.606131	 0.564086	 0.080166	
 2.220000	-0.237220	 0.311615	 0.953746	-2.265772	-0.246169	 0.190211	-1.505829	 2.708212	 0.483388	 1.608196	 0.552083	 0.057560	
 2.250000	-0.283206	 0.233247	-3.671598	 0.308686	-0.216565	 0.282186	 3.131593	 0.155933	 0.499770	 1.609589	 0.540005	 0.035381	
 2.280000	-0.365070	 0.255416	-2.195710	 0.872877	-0.150717	 0.274284	 1.667936	-0.386410	 0.515787	 1.610321	 0.527775	 0.013533	
 2.310000	-0.423491	 0.282001	-1.754314	 0.887975	-0.107945	 0.262616	 1.238835	-0.380029	 0.531436	 1.610404	 0.515479	-0.007946	
 2.340000	-0.472233	 0.308436	-1.514029	 0.873050	-0.074482	 0.251737	 1.010893	-0.344025	 0.546715	 1.609849	 0.503136	-0.029025	
 2.370000	-0.515111	 0.334361	-1.353524	 0.855410	-0.046513	 0.241993	 0.862774	-0.305705	 0.561624	 1.608667	 0.490750	-0.049705	
 2.400000	-0.553852	 0.359774	-1.234380	 0.839079	-0.022308	 0.233377	 0.756059	-0.269083	 0.576160	 1.606870	 0.478321	-0.069996	
 2.430000	-0.589419	 0.384725	-1.140023	 0.824616	-0.000904	 0.225826	 0.674176	-0.234700	 0.590323	 1.604471	 0.465847	-0.089915	
 2.460000	-0.622415	 0.409268	-1.061949	 0.811886	 0.018305	 0.219274	 0.608624	-0.202400	 0.604110	 1.601479	 0.453325	-0.109486	
 2.490000	-0.653249	 0.433453	-0.995273	 0.800627	 0.035728	 0.213664	 0.554522	-0.171897	 0.617522	 1.597905	 0.440751	-0.128730	
 2.520000	-0.682215	 0.457318	-0.936958	 0.790585	 0.051660	 0.208945	 0.508836	-0.142913	 0.630555	 1.593758	 0.428121	-0.147672	
 2.550000	-0.709530	 0.480898	-0.885000	 0.781543	 0.066322	 0.205076	 0.469569	-0.115207	 0.643208	 1.589047	 0.415431	-0.166337	
 2.580000	-0.735364	 0.504219	-0.838014	 0.773324	 0.079884	 0.202022	 0.435341	-0.088575	 0.655480	 1.583780	 0.402673	-0.184748	
 2.610000	-0.759851	 0.527304	-0.795007	 0.765781	 0.092483	 0.199753	 0.405166	-0.062849	 0.667368	 1.577965	 0.389841	-0.202933	
 2.640000	-0.783097	 0.550172	-0.755246	 0.758799	 0.104227	 0.198243	 0.378318	-0.037884	 0.678870	 1.571606	 0.376928	-0.220914	
 2.670000	-0.805192	 0.572837	-0.718173	 0.752280	 0.115210	 0.197473	 0.354248	-0.013561	 0.689983	 1.564712	 0.363925	-0.238719	
 2.700000	-0.826210	 0.595312	-0.683358	 0.746146	 0.125506	 0.197424	 0.332535	 0.010225	 0.700704	 1.557285	 0.350823	-0.256370	
 2.730000	-0.846213	 0.617609	-0.650462	 0.740330	 0.135182	 0.198082	 0.312849	 0.033565	 0.711031	 1.549331	 0.337612	-0.273895	
 2.760000	-0.865254	 0.639735	-0.619210	 0.734780	 0.144294	 0.199435	 0.294929	 0.056538	 0.720960	 1.540852	 0.324281	-0.291318	
 2.790000	-0.883380	 0.661698	-0.589382	 0.729448	 0.152893	 0.201472	 0.278564	 0.079216	 0.730487	 1.531852	 0.310817	-0.308664	
 2.820000	-0.900629	 0.683503	-0.560793	 0.724296	 0.161022	 0.204185	 0.263586	 0.101665	 0.739607	 1.522333	 0.297207	-0.325961	
 2.850000	-0.917038	 0.705157	-0.533293	 0.719291	 0.168721	 0.207570	 0.249857	 0.123943	 0.748317	 1.512295	 0.283436	-0.343235	
 2.880000	-0.932637	 0.726662	-0.506751	 0.714404	 0.176025	 0.211621	 0.237265	 0.146109	 0.756612	 1.501739	 0.269486	-0.360513	
 2.910000	-0.947452	 0.748022	-0.481059	 0.709611	 0.182967	 0.216336	 0.225720	 0.168214	 0.764485	 1.490664	 0.255340	-0.377825	
 2.940000	-0.961508	 0.769239	-0.456123	 0.704891	 0.189578	 0.221714	 0.215147	 0.190310	 0.771930	 1.479069	 0.240976	-0.395201	
 2.970000	-0.974826	 0.790316	-0.431861	 0.700224	 0.195885	 0.227755	 0.205488	 0.212448	 0.778941	 1.466951	 0.226374	-0.412671	
 3.000000	-0.987425	 0.811253	-0.408203	 0.695594	 0.201916	 0.234461	 0.196697	 0.234677	 0.785510	 1.454307	 0.211506	-0.430271	
