 7.350000	 0.216981	 3.557954	-0.942667	 0.428232	
 7.500000	 0.078047	 3.642121	-0.902735	 0.712681	
 7.650000	-0.053297	 3.776612	-0.853773	 1.093902	
 7.800000	-0.182622	 3.974051	-0.897755	 1.554071	
 7.950000	-0.336227	 4.252008	-1.222827	 2.213999	
 8.100000	-0.591142	 4.684774	-2.444186	 3.900577	
 8.250000	-1.134662	 5.521823	-3.864524	 6.093636	
 8.400000	-1.475090	 6.206981	-0.901907	 3.672455	
 8.550000	-1.442376	 6.750716	 1.315597	 3.667216	
 8.700000	-1.115426	 7.256856	 2.801030	 2.753389	
 8.850000	-0.678053	 7.490578	 2.874166	 0.208059	
 9.000000	-0.237647	 7.299541	 3.321256	-2.920428	
 9.150000	 0.497635	 6.466021	 5.789211	-6.984736	
 9.300000	 1.076415	 5.836940	 2.665666	-2.252243	
 9.450000	 1.436595	 5.648750	 2.319153	-0.378686	
 9.600000	 1.793883	 5.706570	 2.446682	 1.093576	
 9.750000	 2.161049	 5.953292	 2.400444	 2.102657	
 9.900000	 2.499082	 6.308585	 2.060183	 2.540646	
 10.050000	 2.767770	 6.689359	 1.497147	 2.459729	
 10.200000	 2.945991	 7.028523	 0.890161	 2.021642	
 10.350000	 3.042421	 7.288994	 0.429822	 1.442555	
 10.500000	 3.085479	 7.460855	 0.176247	 0.850910	
 10.650000	 3.102859	 7.544915	 0.072773	 0.271369	
 10.800000	 3.109879	 7.542452	 0.020481	-0.304418	
 10.950000	 3.106226	 7.453205	-0.087191	-0.888225	
 11.100000	 3.075917	 7.274699	-0.349824	-1.497026	
 11.250000	 2.990450	 7.003251	-0.824806	-2.118795	
 11.400000	 2.820756	 6.644070	-1.448802	-2.636687	
 11.550000	 2.557897	 6.227453	-2.033018	-2.853954	
 11.700000	 2.220401	 5.808852	-2.430899	-2.655829	
 11.850000	 1.839700	 5.452290	-2.606601	-2.023625	
 12.000000	 1.450894	 5.225944	-2.534781	-0.909711	
 12.150000	 1.087608	 5.201671	-2.316797	 0.638499	
 12.300000	 0.729999	 5.433109	-2.660987	 2.576407	
 12.450000	 0.122863	 6.147598	-6.323508	 8.020554	
 12.600000	-0.612885	 7.049110	-3.033812	 3.260384	
 12.750000	-0.990610	 7.350312	-2.320535	 1.004954	
 12.900000	-1.350802	 7.373791	-2.517114	-0.649154	
 13.050000	-1.740786	 7.175717	-2.639496	-1.906031	
 13.200000	-2.128651	 6.828018	-2.486864	-2.647310	
 13.350000	-2.473743	 6.405483	-2.071414	-2.906831	
 13.500000	-2.738494	 5.979487	-1.429932	-2.700631	
 13.650000	-2.899776	 5.612294	-0.732021	-2.159059	
 13.800000	-2.966673	 5.336559	-0.198778	-1.516954	
 13.950000	-2.971146	 5.155302	 0.104356	-0.908186	
 14.100000	-2.943449	 5.062081	 0.246596	-0.339295	
 14.250000	-2.900032	 5.052575	 0.331416	 0.209871	
 14.400000	-2.841807	 5.123925	 0.460063	 0.735735	
 14.550000	-2.755580	 5.270445	 0.715595	 1.202729	
 14.700000	-2.619272	 5.477264	 1.124050	 1.516433	
 14.850000	-2.415019	 5.708384	 1.595588	 1.489367	
